WEEK,REGION,COUNTRY,ADMIN1,EVENT_TYPE,SUB_EVENT_TYPE,EVENTS,FATALITIES,POPULATION_EXPOSURE,DISORDER_TYPE,ID,CENTROID_LATITUDE,CENTROID_LONGITUDE
2026-02-14,Middle Africa,Democratic Republic of Congo,Tshopo,Strategic developments,Change to group/activity,1,0,,Strategic developments,729,0.2052,25.633
2026-02-07,Middle Africa,Democratic Republic of Congo,Ituri,Battles,Armed clash,11,15,65650,Political violence,710,2.1295,29.0513
2026-02-07,Middle Africa,Democratic Republic of Congo,Ituri,Explosions/Remote violence,Shelling/artillery/missile attack,2,1,22185,Political violence,710,2.1295,29.0513
2026-02-07,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,1,8,15812,Political violence,710,2.1295,29.0513
2026-02-07,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Battles,Armed clash,3,0,8406,Political violence,723,-0.5508,28.7185
2026-02-07,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Battles,Government regains territory,1,3,32751,Political violence,723,-0.5508,28.7185
2026-02-07,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Explosions/Remote violence,Air/drone strike,3,0,3755,Political violence,723,-0.5508,28.7185
2026-02-07,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Explosions/Remote violence,Shelling/artillery/missile attack,5,0,31518,Political violence,723,-0.5508,28.7185
2026-02-07,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Strategic developments,Change to group/activity,5,0,,Strategic developments,723,-0.5508,28.7185
2026-02-07,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Strategic developments,Non-violent transfer of territory,1,0,,Strategic developments,723,-0.5508,28.7185
2026-02-07,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Strategic developments,Other,2,0,,Strategic developments,723,-0.5508,28.7185
2026-02-07,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Violence against civilians,Abduction/forced disappearance,2,0,658,Political violence,723,-0.5508,28.7185
2026-02-07,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Violence against civilians,Attack,4,12,241222,Political violence,723,-0.5508,28.7185
2026-02-07,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Violence against civilians,Sexual violence,2,0,23171,Political violence,723,-0.5508,28.7185
2026-01-31,Middle Africa,Democratic Republic of Congo,Ituri,Battles,Armed clash,1,0,15812,Political violence,710,2.1295,29.0513
2026-01-31,Middle Africa,Democratic Republic of Congo,Ituri,Battles,Non-state actor overtakes territory,1,0,15812,Political violence,710,2.1295,29.0513
2026-01-31,Middle Africa,Democratic Republic of Congo,Ituri,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,15812,Political violence,710,2.1295,29.0513
2026-01-31,Middle Africa,Democratic Republic of Congo,Ituri,Riots,Mob violence,1,0,5390,Political violence,710,2.1295,29.0513
2026-01-31,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,6,8,113069,Political violence,710,2.1295,29.0513
2026-01-31,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Battles,Armed clash,15,11,51091,Political violence,723,-0.5508,28.7185
2026-01-31,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Protests,Protest with intervention,1,0,32629,Demonstrations,723,-0.5508,28.7185
2026-01-31,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Strategic developments,Other,1,0,,Strategic developments,723,-0.5508,28.7185
2026-01-31,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Violence against civilians,Abduction/forced disappearance,1,0,10368,Political violence,723,-0.5508,28.7185
2026-01-31,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Violence against civilians,Attack,10,39,188089,Political violence,723,-0.5508,28.7185
2026-01-31,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Violence against civilians,Sexual violence,1,1,2074,Political violence,723,-0.5508,28.7185
2026-01-31,Middle Africa,Democratic Republic of Congo,Tshopo,Strategic developments,Disrupted weapons use,3,0,,Strategic developments,729,0.2052,25.633
2026-01-31,Middle Africa,Democratic Republic of Congo,Tshopo,Violence against civilians,Attack,1,0,190392,Political violence,729,0.2052,25.633
2026-01-24,Middle Africa,Democratic Republic of Congo,Ituri,Battles,Armed clash,1,0,5566,Political violence,710,2.1295,29.0513
2026-01-24,Middle Africa,Democratic Republic of Congo,Ituri,Riots,Mob violence,1,0,,Political violence,710,2.1295,29.0513
2026-01-24,Middle Africa,Democratic Republic of Congo,Ituri,Strategic developments,Change to group/activity,2,0,,Strategic developments,710,2.1295,29.0513
2026-01-24,Middle Africa,Democratic Republic of Congo,Ituri,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,710,2.1295,29.0513
2026-01-24,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Abduction/forced disappearance,2,0,,Political violence,710,2.1295,29.0513
2026-01-24,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,6,35,,Political violence,710,2.1295,29.0513
2026-01-24,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Battles,Armed clash,6,2,21097,Political violence,723,-0.5508,28.7185
2026-01-24,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Explosions/Remote violence,Air/drone strike,1,0,,Political violence,723,-0.5508,28.7185
2026-01-24,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Protests,Excessive force against protesters,1,2,6417,Political violence; Demonstrations,723,-0.5508,28.7185
2026-01-24,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Protests,Protest with intervention,1,0,,Demonstrations,723,-0.5508,28.7185
2026-01-24,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Riots,Mob violence,1,0,15450,Political violence,723,-0.5508,28.7185
2026-01-24,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Riots,Violent demonstration,1,2,15450,Demonstrations,723,-0.5508,28.7185
2026-01-24,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Strategic developments,Looting/property destruction,1,0,,Strategic developments,723,-0.5508,28.7185
2026-01-24,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Strategic developments,Other,3,0,,Strategic developments,723,-0.5508,28.7185
2026-01-24,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Violence against civilians,Abduction/forced disappearance,1,0,,Political violence,723,-0.5508,28.7185
2026-01-24,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Violence against civilians,Attack,5,3,42910,Political violence,723,-0.5508,28.7185
2026-01-24,Middle Africa,Democratic Republic of Congo,Tshopo,Protests,Peaceful protest,2,0,,Demonstrations,729,0.2052,25.633
2026-01-24,Middle Africa,Democratic Republic of Congo,Tshopo,Riots,Mob violence,1,6,,Political violence,729,0.2052,25.633
2026-01-17,Middle Africa,Democratic Republic of Congo,Ituri,Battles,Armed clash,3,15,13770,Political violence,710,2.1295,29.0513
2026-01-17,Middle Africa,Democratic Republic of Congo,Ituri,Strategic developments,Headquarters or base established,1,0,,Strategic developments,710,2.1295,29.0513
2026-01-17,Middle Africa,Democratic Republic of Congo,Ituri,Strategic developments,Other,1,0,,Strategic developments,710,2.1295,29.0513
2026-01-17,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Abduction/forced disappearance,2,0,7347,Political violence,710,2.1295,29.0513
2026-01-17,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,4,7,18805,Political violence,710,2.1295,29.0513
2026-01-17,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Battles,Armed clash,14,0,23652,Political violence,723,-0.5508,28.7185
2026-01-17,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Explosions/Remote violence,Air/drone strike,5,0,18925,Political violence,723,-0.5508,28.7185
2026-01-17,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Explosions/Remote violence,Remote explosive/landmine/IED,1,2,,Political violence,723,-0.5508,28.7185
2026-01-17,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Strategic developments,Looting/property destruction,2,0,,Strategic developments,723,-0.5508,28.7185
2026-01-17,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Strategic developments,Other,1,0,,Strategic developments,723,-0.5508,28.7185
2026-01-17,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Violence against civilians,Attack,12,34,316113,Political violence,723,-0.5508,28.7185
2026-01-17,Middle Africa,Democratic Republic of Congo,Tshopo,Strategic developments,Other,1,0,,Strategic developments,729,0.2052,25.633
2026-01-10,Middle Africa,Democratic Republic of Congo,Ituri,Battles,Government regains territory,1,14,15812,Political violence,710,2.1295,29.0513
2026-01-10,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Abduction/forced disappearance,1,0,7510,Political violence,710,2.1295,29.0513
2026-01-10,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,3,11,74839,Political violence,710,2.1295,29.0513
2026-01-10,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Sexual violence,1,0,87179,Political violence,710,2.1295,29.0513
2026-01-10,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Battles,Armed clash,20,50,218272,Political violence,723,-0.5508,28.7185
2026-01-10,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Riots,Mob violence,1,0,118754,Political violence,723,-0.5508,28.7185
2026-01-10,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Riots,Violent demonstration,2,0,69712,Demonstrations,723,-0.5508,28.7185
2026-01-10,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Strategic developments,Agreement,1,0,,Strategic developments,723,-0.5508,28.7185
2026-01-10,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Strategic developments,Looting/property destruction,1,0,,Strategic developments,723,-0.5508,28.7185
2026-01-10,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Violence against civilians,Abduction/forced disappearance,4,0,84238,Political violence,723,-0.5508,28.7185
2026-01-10,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Violence against civilians,Attack,12,31,166889,Political violence,723,-0.5508,28.7185
2026-01-10,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Violence against civilians,Sexual violence,3,0,,Political violence,723,-0.5508,28.7185
2026-01-03,Middle Africa,Democratic Republic of Congo,Ituri,Battles,Armed clash,8,36,133604,Political violence,710,2.1295,29.0513
2026-01-03,Middle Africa,Democratic Republic of Congo,Ituri,Battles,Non-state actor overtakes territory,1,0,15812,Political violence,710,2.1295,29.0513
2026-01-03,Middle Africa,Democratic Republic of Congo,Ituri,Strategic developments,Looting/property destruction,1,0,,Strategic developments,710,2.1295,29.0513
2026-01-03,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Abduction/forced disappearance,2,0,53654,Political violence,710,2.1295,29.0513
2026-01-03,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,5,21,55530,Political violence,710,2.1295,29.0513
2026-01-03,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Battles,Armed clash,11,0,227757,Political violence,723,-0.5508,28.7185
2026-01-03,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,2862,Political violence,723,-0.5508,28.7185
2026-01-03,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Protests,Peaceful protest,2,0,14467,Demonstrations,723,-0.5508,28.7185
2026-01-03,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Strategic developments,Agreement,1,0,,Strategic developments,723,-0.5508,28.7185
2026-01-03,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Strategic developments,Change to group/activity,5,0,,Strategic developments,723,-0.5508,28.7185
2026-01-03,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,723,-0.5508,28.7185
2026-01-03,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Strategic developments,Looting/property destruction,1,0,,Strategic developments,723,-0.5508,28.7185
2026-01-03,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Strategic developments,Other,1,0,,Strategic developments,723,-0.5508,28.7185
2026-01-03,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Violence against civilians,Attack,5,10,116480,Political violence,723,-0.5508,28.7185
2026-01-03,Middle Africa,Democratic Republic of Congo,Tshopo,Protests,Peaceful protest,1,0,7805,Demonstrations,729,0.2052,25.633
2026-01-03,Middle Africa,Democratic Republic of Congo,Tshopo,Riots,Mob violence,1,0,10387,Political violence,729,0.2052,25.633
2025-12-27,Middle Africa,Democratic Republic of Congo,Ituri,Battles,Armed clash,2,2,28620,Political violence,710,2.1295,29.0513
2025-12-27,Middle Africa,Democratic Republic of Congo,Ituri,Battles,Government regains territory,1,0,342,Political violence,710,2.1295,29.0513
2025-12-27,Middle Africa,Democratic Republic of Congo,Ituri,Protests,Peaceful protest,1,0,33715,Demonstrations,710,2.1295,29.0513
2025-12-27,Middle Africa,Democratic Republic of Congo,Ituri,Riots,Mob violence,1,1,36766,Political violence,710,2.1295,29.0513
2025-12-27,Middle Africa,Democratic Republic of Congo,Ituri,Strategic developments,Change to group/activity,1,0,,Strategic developments,710,2.1295,29.0513
2025-12-27,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Abduction/forced disappearance,2,0,18250,Political violence,710,2.1295,29.0513
2025-12-27,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Battles,Armed clash,11,15,71907,Political violence,723,-0.5508,28.7185
2025-12-27,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Battles,Government regains territory,3,9,23057,Political violence,723,-0.5508,28.7185
2025-12-27,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Explosions/Remote violence,Air/drone strike,1,4,24947,Political violence,723,-0.5508,28.7185
2025-12-27,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Protests,Peaceful protest,1,0,27279,Demonstrations,723,-0.5508,28.7185
2025-12-27,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Violence against civilians,Abduction/forced disappearance,1,0,72918,Political violence,723,-0.5508,28.7185
2025-12-27,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Violence against civilians,Attack,4,4,57037,Political violence,723,-0.5508,28.7185
2025-12-20,Middle Africa,Democratic Republic of Congo,Ituri,Battles,Armed clash,11,15,137105,Political violence,710,2.1295,29.0513
2025-12-20,Middle Africa,Democratic Republic of Congo,Ituri,Battles,Government regains territory,1,0,19084,Political violence,710,2.1295,29.0513
2025-12-20,Middle Africa,Democratic Republic of Congo,Ituri,Battles,Non-state actor overtakes territory,1,0,15198,Political violence,710,2.1295,29.0513
2025-12-20,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Battles,Armed clash,4,3,18366,Political violence,723,-0.5508,28.7185
2025-12-20,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,352,Political violence,723,-0.5508,28.7185
2025-12-20,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Protests,Excessive force against protesters,1,1,32466,Political violence; Demonstrations,723,-0.5508,28.7185
2025-12-20,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Protests,Peaceful protest,3,0,74044,Demonstrations,723,-0.5508,28.7185
2025-12-20,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Strategic developments,Agreement,3,0,,Strategic developments,723,-0.5508,28.7185
2025-12-20,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Strategic developments,Headquarters or base established,1,0,,Strategic developments,723,-0.5508,28.7185
2025-12-20,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Strategic developments,Other,1,0,,Strategic developments,723,-0.5508,28.7185
2025-12-20,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Violence against civilians,Attack,8,44,243129,Political violence,723,-0.5508,28.7185
2025-12-13,Middle Africa,Democratic Republic of Congo,Ituri,Battles,Armed clash,2,7,,Political violence,710,2.1295,29.0513
2025-12-13,Middle Africa,Democratic Republic of Congo,Ituri,Riots,Mob violence,1,1,35422,Political violence,710,2.1295,29.0513
2025-12-13,Middle Africa,Democratic Republic of Congo,Ituri,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,710,2.1295,29.0513
2025-12-13,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,1,1,6496,Political violence,710,2.1295,29.0513
2025-12-13,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Battles,Armed clash,10,12,65571,Political violence,723,-0.5508,28.7185
2025-12-13,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Explosions/Remote violence,Air/drone strike,1,0,3128,Political violence,723,-0.5508,28.7185
2025-12-13,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Riots,Mob violence,2,2,9358,Political violence,723,-0.5508,28.7185
2025-12-13,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Strategic developments,Change to group/activity,4,0,,Strategic developments,723,-0.5508,28.7185
2025-12-13,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Strategic developments,Looting/property destruction,2,0,,Strategic developments,723,-0.5508,28.7185
2025-12-13,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Strategic developments,Other,2,0,,Strategic developments,723,-0.5508,28.7185
2025-12-13,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Violence against civilians,Abduction/forced disappearance,5,0,4282,Political violence,723,-0.5508,28.7185
2025-12-13,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Violence against civilians,Attack,9,16,121507,Political violence,723,-0.5508,28.7185
2025-12-13,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Violence against civilians,Sexual violence,1,1,113208,Political violence,723,-0.5508,28.7185
2025-12-06,Middle Africa,Democratic Republic of Congo,Ituri,Battles,Armed clash,7,8,36951,Political violence,710,2.1295,29.0513
2025-12-06,Middle Africa,Democratic Republic of Congo,Ituri,Riots,Mob violence,1,1,83982,Political violence,710,2.1295,29.0513
2025-12-06,Middle Africa,Democratic Republic of Congo,Ituri,Strategic developments,Arrests,1,0,,Strategic developments,710,2.1295,29.0513
2025-12-06,Middle Africa,Democratic Republic of Congo,Ituri,Strategic developments,Looting/property destruction,1,0,,Strategic developments,710,2.1295,29.0513
2025-12-06,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Abduction/forced disappearance,2,0,2019,Political violence,710,2.1295,29.0513
2025-12-06,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,1,3,406,Political violence,710,2.1295,29.0513
2025-12-06,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Battles,Armed clash,8,4,20757,Political violence,723,-0.5508,28.7185
2025-12-06,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Explosions/Remote violence,Air/drone strike,8,0,66026,Political violence,723,-0.5508,28.7185
2025-12-06,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Protests,Peaceful protest,1,0,687,Demonstrations,723,-0.5508,28.7185
2025-12-06,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Riots,Mob violence,2,0,60315,Political violence,723,-0.5508,28.7185
2025-12-06,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Strategic developments,Change to group/activity,3,0,,Strategic developments,723,-0.5508,28.7185
2025-12-06,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Strategic developments,Looting/property destruction,3,0,,Strategic developments,723,-0.5508,28.7185
2025-12-06,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Strategic developments,Other,1,0,,Strategic developments,723,-0.5508,28.7185
2025-12-06,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Violence against civilians,Abduction/forced disappearance,1,0,263,Political violence,723,-0.5508,28.7185
2025-12-06,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Violence against civilians,Attack,3,7,52476,Political violence,723,-0.5508,28.7185
2025-12-06,Middle Africa,Democratic Republic of Congo,Tshopo,Protests,Peaceful protest,1,0,82248,Demonstrations,729,0.2052,25.633
2025-11-29,Middle Africa,Democratic Republic of Congo,Ituri,Battles,Armed clash,12,10,43291,Political violence,710,2.1295,29.0513
2025-11-29,Middle Africa,Democratic Republic of Congo,Ituri,Strategic developments,Change to group/activity,1,0,,Strategic developments,710,2.1295,29.0513
2025-11-29,Middle Africa,Democratic Republic of Congo,Ituri,Strategic developments,Looting/property destruction,1,0,,Strategic developments,710,2.1295,29.0513
2025-11-29,Middle Africa,Democratic Republic of Congo,Ituri,Strategic developments,Other,3,0,,Strategic developments,710,2.1295,29.0513
2025-11-29,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Abduction/forced disappearance,3,0,1453,Political violence,710,2.1295,29.0513
2025-11-29,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Attack,1,0,,Political violence,710,2.1295,29.0513
2025-11-29,Middle Africa,Democratic Republic of Congo,Ituri,Violence against civilians,Sexual violence,1,0,,Political violence,710,2.1295,29.0513
2025-11-29,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Battles,Armed clash,10,11,83582,Political violence,723,-0.5508,28.7185
2025-11-29,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Battles,Government regains territory,1,0,2906,Political violence,723,-0.5508,28.7185
2025-11-29,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Battles,Non-state actor overtakes territory,1,2,2843,Political violence,723,-0.5508,28.7185
2025-11-29,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Explosions/Remote violence,Air/drone strike,1,0,11361,Political violence,723,-0.5508,28.7185
2025-11-29,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Protests,Peaceful protest,1,0,31529,Demonstrations,723,-0.5508,28.7185
2025-11-29,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Strategic developments,Change to group/activity,2,0,,Strategic developments,723,-0.5508,28.7185
2025-11-29,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Strategic developments,Looting/property destruction,1,0,,Strategic developments,723,-0.5508,28.7185
2025-11-29,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Strategic developments,Other,1,0,,Strategic developments,723,-0.5508,28.7185
2025-11-29,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Violence against civilians,Abduction/forced disappearance,3,0,6354,Political violence,723,-0.5508,28.7185
2025-11-29,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Violence against civilians,Attack,2,1,13170,Political violence,723,-0.5508,28.7185
