nom,date,national_cumulative_confirmed_deaths
Mweso,2026-05-17,4
Kirotshe,2026-05-17,4
Pinga,2026-05-17,4
Walikale,2026-05-17,4
Kibirizi,2026-05-17,4
Kalunguta,2026-05-17,4
Alimbongo,2026-05-17,4
Nyiragongo,2026-05-17,4
Katoyi,2026-05-17,4
Bambo,2026-05-17,4
Itebero,2026-05-17,4
Mwana,2026-05-17,4
Kaziba,2026-05-17,4
Nyantende,2026-05-17,4
Nyangezi,2026-05-17,4
Kabare,2026-05-17,4
Mubumbano,2026-05-17,4
Walungu,2026-05-17,4
Hauts-Plateaux,2026-05-17,4
Kaniola,2026-05-17,4
Kalonge,2026-05-17,4
Bunyakiri,2026-05-17,4
Uvira,2026-05-17,4
Kitutu,2026-05-17,4
Kamituga,2026-05-17,4
Itombwe,2026-05-17,4
Minembwe,2026-05-17,4
Nundu,2026-05-17,4
Ruzizi,2026-05-17,4
Lemera,2026-05-17,4
Fizi,2026-05-17,4
Shabunda,2026-05-17,4
Lulingu,2026-05-17,4
Kalole,2026-05-17,4
Mwenga,2026-05-17,4
Mulungu,2026-05-17,4
Bagira,2026-05-17,4
Kadutu,2026-05-17,4
Ibanda,2026-05-17,4
Katana,2026-05-17,4
Lualaba,2026-05-17,4
Kafakumba,2026-05-17,4
Kanzenze,2026-05-17,4
Kasaji,2026-05-17,4
Dilolo,2026-05-17,4
Sandoa,2026-05-17,4
Kalamba,2026-05-17,4
Lubudi,2026-05-17,4
Bunkeya,2026-05-17,4
Fungurume,2026-05-17,4
Kambove,2026-05-17,4
Lubumbashi,2026-05-17,4
Kisanga,2026-05-17,4
Katuba,2026-05-17,4
Mumbunda,2026-05-17,4
Kipushi,2026-05-17,4
Sakania,2026-05-17,4
Kafubu,2026-05-17,4
Kilela Balanda,2026-05-17,4
Manika,2026-05-17,4
Vangu,2026-05-17,4
Kowe,2026-05-17,4
Mitwaba,2026-05-17,4
Gombe,2026-05-17,4
Minova,2026-05-17,4
Kalehe,2026-05-17,4
Miti-Murhesa,2026-05-17,4
Idjwi,2026-05-17,4
Aba,2026-05-17,4
Masina II,2026-05-17,4
Kapanga,2026-05-17,4
Dilala,2026-05-17,4
Mutshatsha,2026-05-17,4
Kikula,2026-05-17,4
Kimbi Lulenge,2026-05-17,4
Ferekeni,2026-05-17,4
Wapinda,2026-05-17,4
Likasi,2026-05-17,4
Kasenga,2026-05-17,4
Ntandembelo,2026-05-17,4
Yumbi,2026-05-17,4
Tshudi Loto,2026-05-17,4
Kiri,2026-05-17,4
Bosanga,2026-05-17,4
Yalifafo,2026-05-17,4
Dekese,2026-05-17,4
Mimia,2026-05-17,4
Makanza,2026-05-17,4
Bomongo,2026-05-17,4
Lolanga Mampoko,2026-05-17,4
Penjwa,2026-05-17,4
Bokungu,2026-05-17,4
Wema,2026-05-17,4
Befale,2026-05-17,4
Lotumbe,2026-05-17,4
Monkoto,2026-05-17,4
Djombo,2026-05-17,4
Bongandanga,2026-05-17,4
Lingomo,2026-05-17,4
Basankusu,2026-05-17,4
Boende,2026-05-17,4
Mompono,2026-05-17,4
Monieka,2026-05-17,4
Banjow Moke,2026-05-17,4
Inongo,2026-05-17,4
Wangata,2026-05-17,4
Bolenge,2026-05-17,4
Bolomba,2026-05-17,4
Ingende,2026-05-17,4
Iboko,2026-05-17,4
Irebu,2026-05-17,4
Mbandaka,2026-05-17,4
Lukolela,2026-05-17,4
Bikoro,2026-05-17,4
Ntondo,2026-05-17,4
Lilanga Bobangi,2026-05-17,4
Wembo Nyama,2026-05-18,4
Kole,2026-05-18,4
Pania Mutombo,2026-05-18,4
Minga,2026-05-18,4
Lusambo,2026-05-18,4
Dikungu,2026-05-18,4
Vanga Kete,2026-05-18,4
Lodja,2026-05-18,4
Omendjadi,2026-05-18,4
Djalo Djeka,2026-05-18,4
Katako Kombe,2026-05-18,4
Bena Dibele,2026-05-18,4
Kamiji,2026-05-18,4
Tshitenge,2026-05-18,4
Miabi,2026-05-18,4
Ngandajika,2026-05-18,4
Mulumba,2026-05-18,4
Tshilenge,2026-05-18,4
Cilundu,2026-05-18,4
Lubao,2026-05-18,4
Kalonda Est,2026-05-18,4
Kabinda,2026-05-18,4
Ludimbi Lukula,2026-05-18,4
Kalambayi Kabanga,2026-05-18,4
Makota,2026-05-18,4
Mwene Ditu,2026-05-18,4
Wikong,2026-05-18,4
Luputa,2026-05-18,4
Kanda Kanda,2026-05-18,4
Bonzola,2026-05-18,4
Dibindi,2026-05-18,4
Kansele,2026-05-18,4
Muya,2026-05-18,4
Diulu,2026-05-18,4
Bipemba,2026-05-18,4
Mpokolo,2026-05-18,4
Nzaba,2026-05-18,4
Kabeya Kamuanga,2026-05-18,4
Mukumbi,2026-05-18,4
Lukelenge,2026-05-18,4
Tshishimbi,2026-05-18,4
Lubilanji,2026-05-18,4
Kamana,2026-05-18,4
Kasansa,2026-05-18,4
Bibanga,2026-05-18,4
Kalenda,2026-05-18,4
Tshofa,2026-05-18,4
Pimu,2026-05-18,4
Nyanga,2026-05-18,4
Kalonda Ouest,2026-05-18,4
Kamonia,2026-05-18,4
Mutena,2026-05-18,4
Banga Lubaka,2026-05-18,4
Kamwesha,2026-05-18,4
Mweka,2026-05-18,4
Moba,2026-05-18,4
Bogosenubia,2026-05-18,4
Moanda,2026-05-18,4
Kitona,2026-05-18,4
Boma,2026-05-18,4
Boma Bungu,2026-05-18,4
Seke-Banza,2026-05-18,4
Inga,2026-05-18,4
Lukula,2026-05-18,4
Tshela,2026-05-18,4
Vaku,2026-05-18,4
Kizu,2026-05-18,4
Kibunzi,2026-05-18,4
Luozi,2026-05-18,4
Kimpangu,2026-05-18,4
Ngidinga,2026-05-18,4
Boko-Kivulu,2026-05-18,4
Mbanza-Ngungu,2026-05-18,4
Kwilu-Ngongo,2026-05-18,4
Kisantu,2026-05-18,4
Mikope,2026-05-18,4
Oshwe,2026-05-18,4
Bosobe,2026-05-18,4
Bokoro,2026-05-18,4
Masi-Manimba,2026-05-18,4
Yasa-Bonga,2026-05-18,4
Idiofa,2026-05-18,4
Ipamu,2026-05-18,4
Koshibanda,2026-05-18,4
Kingandu,2026-05-18,4
Bulungu,2026-05-18,4
Bagata,2026-05-18,4
Bandundu,2026-05-18,4
Kajiji,2026-05-18,4
Kikwit-Nord,2026-05-18,4
Lusanga,2026-05-18,4
Feshi,2026-05-18,4
Wamba Lwadi,2026-05-18,4
Panzi,2026-05-18,4
Tembo,2026-05-18,4
Moanza,2026-05-18,4
Kimbau,2026-05-18,4
Kenge,2026-05-18,4
Boko,2026-05-18,4
Viadana,2026-05-18,4
Poko,2026-05-18,4
Basali,2026-05-18,4
Basoko,2026-05-18,4
Bengamisa,2026-05-18,4
Yakusu,2026-05-18,4
Yahisuli,2026-05-18,4
Yabaondo,2026-05-18,4
Isangi,2026-05-18,4
Yaleko,2026-05-18,4
Banalia,2026-05-18,4
Bafwasende,2026-05-18,4
Bafwagbogbo,2026-05-18,4
Buta,2026-05-18,4
Titule,2026-05-18,4
Ganga,2026-05-18,4
Vanga,2026-05-18,4
Djuma,2026-05-18,4
Sia,2026-05-18,4
Mungindu,2026-05-18,4
Kimputu,2026-05-18,4
Mosango,2026-05-18,4
Pay Kongila,2026-05-18,4
Matadi,2026-05-18,4
Nzanza,2026-05-18,4
Ndjili,2026-05-18,4
Mont Ngafula I,2026-05-18,4
Biyela,2026-05-18,4
Kikimi,2026-05-18,4
Lemba,2026-05-18,4
Matete,2026-05-18,4
Kisenso,2026-05-18,4
Lingwala,2026-05-18,4
Barumbu,2026-05-18,4
Kinshasa,2026-05-18,4
Limete,2026-05-18,4
Kalamu II,2026-05-18,4
Kalamu I,2026-05-18,4
Bumbu,2026-05-18,4
Makala,2026-05-18,4
Ngaba,2026-05-18,4
Bandalungwa,2026-05-18,4
Selembao,2026-05-18,4
Masina I,2026-05-18,4
Kintambo,2026-05-18,4
Kasa-Vubu,2026-05-18,4
Ngiri-Ngiri,2026-05-18,4
Binza Meteo,2026-05-18,4
Binza Ozone,2026-05-18,4
Kikongo,2026-05-18,4
Mont Ngafula II,2026-05-18,4
Sona-Bata,2026-05-18,4
Nsele,2026-05-18,4
Kanzala,2026-05-18,4
Tshikapa,2026-05-18,4
Kingasani,2026-05-18,4
Kimbanseke,2026-05-18,4
Bwamanda,2026-05-18,4
Kungu,2026-05-18,4
Loko,2026-05-18,4
Bangabola,2026-05-18,4
Boso Mondanda,2026-05-18,4
Budjala,2026-05-18,4
Binga,2026-05-18,4
Yamaluka,2026-05-18,4
Boso Manzi,2026-05-18,4
Karawa,2026-05-18,4
Bominenge,2026-05-18,4
Gemena,2026-05-18,4
Mbaya,2026-05-18,4
Bulu,2026-05-18,4
Tandala,2026-05-18,4
Kibombo,2026-05-18,4
Kindu,2026-05-18,4
Alunguli,2026-05-18,4
Kokolo,2026-05-18,4
Police,2026-05-18,4
Makiso-Kisangani,2026-05-18,4
Mangobo,2026-05-18,4
Kabondo,2026-05-18,4
Tshopo,2026-05-18,4
Kaniama,2026-05-18,4
Kalemie,2026-05-18,4
Kansimba,2026-05-18,4
Butumba,2026-05-18,4
Kinkondja,2026-05-18,4
Baka,2026-05-18,4
Kiyambi,2026-05-18,4
Manono,2026-05-18,4
Samba,2026-05-18,4
Kasongo,2026-05-18,4
Kunda,2026-05-18,4
Saramabila,2026-05-18,4
Kampene,2026-05-18,4
Nyemba,2026-05-18,4
Nyunzu,2026-05-18,4
Kabambare,2026-05-18,4
Pangi,2026-05-18,4
Kalima,2026-05-18,4
Yalimbongo,2026-05-18,4
Aketi,2026-05-18,4
Lolo,2026-05-18,4
Yamongili,2026-05-18,4
Abuzi,2026-05-18,4
Yambuku,2026-05-18,4
Wasolo,2026-05-18,4
Bosondjo,2026-05-18,4
Bumba,2026-05-18,4
Mondombe,2026-05-18,4
Djolu,2026-05-18,4
Opienge,2026-05-18,4
Obokote,2026-05-18,4
Lowa,2026-05-18,4
Wanierukula,2026-05-18,4
Lubutu,2026-05-18,4
Kitenda,2026-05-18,4
Kasongo Lunda,2026-05-18,4
Popokabaka,2026-05-18,4
Kimvula,2026-05-18,4
Maluku I,2026-05-18,4
Kimpese,2026-05-18,4
Nsona-Mpangu,2026-05-18,4
Kangu,2026-05-18,4
Kuimba,2026-05-18,4
Kinkonzi,2026-05-18,4
Mangembo,2026-05-18,4
Gombe-Matadi,2026-05-18,4
Masa,2026-05-18,4
Bokonzi,2026-05-18,4
Mawuya,2026-05-18,4
Zongo,2026-05-18,4
Libenge,2026-05-18,4
Bili (Nord-Ubangi),2026-05-18,4
Gbadolite,2026-05-18,4
Mobayi Mbongo,2026-05-18,4
Yakoma,2026-05-18,4
Monga,2026-05-18,4
Bondo,2026-05-18,4
Bili (Bas-Uele),2026-05-18,4
Ango,2026-05-18,4
Opala,2026-05-18,4
Kahemba,2026-05-18,4
Gungu,2026-05-18,4
Kitangwa,2026-05-18,4
Mukedi,2026-05-18,4
Kongolo,2026-05-18,4
Mbulula,2026-05-18,4
Kabalo,2026-05-18,4
Bukama,2026-05-18,4
Kabondo Dianda,2026-05-18,4
Kabongo,2026-05-18,4
Songa,2026-05-18,4
Kayamba,2026-05-18,4
Kitenge,2026-05-18,4
Ankoro,2026-05-18,4
Mulongo,2026-05-18,4
Lwamba,2026-05-18,4
Mukanga,2026-05-18,4
Malemba,2026-05-18,4
Kinda,2026-05-18,4
Kamina,2026-05-18,4
Kikwit-Sud,2026-05-18,4
Kenya,2026-05-18,4
Kamalondo,2026-05-18,4
Tshamilemba,2026-05-18,4
Pweto,2026-05-18,4
Lukafu,2026-05-18,4
Mufunga Sampwe,2026-05-18,4
Kilwa,2026-05-18,4
Kapolowe,2026-05-18,4
Panda,2026-05-18,4
Kashobwe,2026-05-18,4
Kampemba,2026-05-18,4
Rwashi,2026-05-18,4
Bena Tshiadi,2026-05-18,4
Yangala,2026-05-18,4
Ilebo,2026-05-18,4
Luebo,2026-05-18,4
Bena Leka,2026-05-18,4
Muetshi,2026-05-18,4
Tshikula,2026-05-18,4
Dibaya,2026-05-18,4
Kalomba,2026-05-18,4
Tshibala,2026-05-18,4
Mushenge,2026-05-18,4
Bulape,2026-05-18,4
Masuika,2026-05-18,4
Luiza,2026-05-18,4
Katoka,2026-05-18,4
Ndesha,2026-05-18,4
Tshikaji,2026-05-18,4
Bilomba,2026-05-18,4
Ndekesha,2026-05-18,4
Bunkonde,2026-05-18,4
Mikalayi,2026-05-18,4
Luambo,2026-05-18,4
Katende,2026-05-18,4
Ndjoko-Mpunda,2026-05-18,4
Lubondaie,2026-05-18,4
Kakenge,2026-05-18,4
Rwampara,2026-05-18,4
Bunia,2026-05-18,4
Jiba,2026-05-18,4
Linga,2026-05-18,4
Mangala,2026-05-18,4
Damas,2026-05-18,4
Fataki,2026-05-18,4
Drodro,2026-05-18,4
Tchomia,2026-05-18,4
Rethy,2026-05-18,4
Nyakunde,2026-05-18,4
Nizi,2026-05-18,4
Bambu,2026-05-18,4
Kilo,2026-05-18,4
Mongbalu,2026-05-18,4
Komanda,2026-05-18,4
Gethy,2026-05-18,4
Boga,2026-05-18,4
Nia-Nia,2026-05-18,4
Mandima,2026-05-18,4
Lolwa,2026-05-18,4
Lita,2026-05-18,4
Boma-Mangbetu,2026-05-18,4
Isiro,2026-05-18,4
Wamba,2026-05-18,4
Doruma,2026-05-18,4
Pawa,2026-05-18,4
Niangara,2026-05-18,4
Rungu,2026-05-18,4
Mambasa,2026-05-18,4
Rimba,2026-05-18,4
Logo,2026-05-18,4
Angumu,2026-05-18,4
Nyarambe,2026-05-18,4
Mahagi,2026-05-18,4
Makoro,2026-05-18,4
Kambala,2026-05-18,4
Biringi,2026-05-18,4
Laybo,2026-05-18,4
Ariwara,2026-05-18,4
Adi,2026-05-18,4
Aru,2026-05-18,4
Adja,2026-05-18,4
Aungba,2026-05-18,4
Faradje,2026-05-18,4
Gombari,2026-05-18,4
Dungu,2026-05-18,4
Watsa,2026-05-18,4
Demba,2026-05-18,4
Mutoto,2026-05-18,4
Lubunga (Kasaï-Central),2026-05-18,4
Kananga,2026-05-18,4
Maluku II,2026-05-18,4
Nselo,2026-05-18,4
Lomela,2026-05-18,4
Nioki,2026-05-18,4
Bolobo,2026-05-18,4
Mushie,2026-05-18,4
Kwamouth,2026-05-18,4
Mokala,2026-05-18,4
Kisanji,2026-05-18,4
Lukonga,2026-05-18,4
Tunda,2026-05-18,4
Bosobolo,2026-05-18,4
Businga,2026-05-18,4
Boto,2026-05-18,4
Lisala,2026-05-18,4
Ndage,2026-05-18,4
Mwela Lembwa,2026-05-18,4
Kingabwa,2026-05-18,4
Likati,2026-05-18,4
Yahuma,2026-05-18,4
Ikela,2026-05-18,4
Lubunga (Tshopo),2026-05-18,4
Ubundu,2026-05-18,4
Kailo,2026-05-18,4
Ototo,2026-05-18,4
Tshumbe,2026-05-18,4
Lusangi,2026-05-18,4
Bobozo,2026-05-18,4
Punia,2026-05-18,4
Kyondo,2026-05-18,4
Mabalako,2026-05-18,4
Biena,2026-05-18,4
Masereka,2026-05-18,4
Lubero,2026-05-18,4
Manguredjipa,2026-05-18,4
Mutwanga,2026-05-18,4
Kamango,2026-05-18,4
Oicha,2026-05-18,4
Binza,2026-05-18,4
Rwanguba,2026-05-18,4
Rutshuru,2026-05-18,4
Birambizo,2026-05-18,4
Beni,2026-05-18,4
Vuhovi,2026-05-18,4
Musienene,2026-05-18,4
Butembo,2026-05-18,4
Katwa,2026-05-18,4
Kayna,2026-05-18,4
Goma,2026-05-18,4
Karisimbi,2026-05-18,4
Kibua,2026-05-18,4
Masisi,2026-05-18,4
Mweso,2026-05-18,4
Kirotshe,2026-05-18,4
Pinga,2026-05-18,4
Walikale,2026-05-18,4
Kibirizi,2026-05-18,4
Kalunguta,2026-05-18,4
Alimbongo,2026-05-18,4
Nyiragongo,2026-05-18,4
Katoyi,2026-05-18,4
Bambo,2026-05-18,4
Itebero,2026-05-18,4
Mwana,2026-05-18,4
Kaziba,2026-05-18,4
Nyantende,2026-05-18,4
Nyangezi,2026-05-18,4
Kabare,2026-05-18,4
Mubumbano,2026-05-18,4
Walungu,2026-05-18,4
Hauts-Plateaux,2026-05-18,4
Kaniola,2026-05-18,4
Kalonge,2026-05-18,4
Bunyakiri,2026-05-18,4
Uvira,2026-05-18,4
Kitutu,2026-05-18,4
Kamituga,2026-05-18,4
Itombwe,2026-05-18,4
Minembwe,2026-05-18,4
Nundu,2026-05-18,4
Ruzizi,2026-05-18,4
Lemera,2026-05-18,4
Fizi,2026-05-18,4
Shabunda,2026-05-18,4
Lulingu,2026-05-18,4
Kalole,2026-05-18,4
Mwenga,2026-05-18,4
Mulungu,2026-05-18,4
Bagira,2026-05-18,4
Kadutu,2026-05-18,4
Ibanda,2026-05-18,4
Katana,2026-05-18,4
Lualaba,2026-05-18,4
Kafakumba,2026-05-18,4
Kanzenze,2026-05-18,4
Kasaji,2026-05-18,4
Dilolo,2026-05-18,4
Sandoa,2026-05-18,4
Kalamba,2026-05-18,4
Lubudi,2026-05-18,4
Bunkeya,2026-05-18,4
Fungurume,2026-05-18,4
Kambove,2026-05-18,4
Lubumbashi,2026-05-18,4
Kisanga,2026-05-18,4
Katuba,2026-05-18,4
Mumbunda,2026-05-18,4
Kipushi,2026-05-18,4
Sakania,2026-05-18,4
Kafubu,2026-05-18,4
Kilela Balanda,2026-05-18,4
Manika,2026-05-18,4
Vangu,2026-05-18,4
Kowe,2026-05-18,4
Mitwaba,2026-05-18,4
Gombe,2026-05-18,4
Minova,2026-05-18,4
Kalehe,2026-05-18,4
Miti-Murhesa,2026-05-18,4
Idjwi,2026-05-18,4
Aba,2026-05-18,4
Masina II,2026-05-18,4
Kapanga,2026-05-18,4
Dilala,2026-05-18,4
Mutshatsha,2026-05-18,4
Kikula,2026-05-18,4
Kimbi Lulenge,2026-05-18,4
Ferekeni,2026-05-18,4
Wapinda,2026-05-18,4
Likasi,2026-05-18,4
Kasenga,2026-05-18,4
Ntandembelo,2026-05-18,4
Yumbi,2026-05-18,4
Tshudi Loto,2026-05-18,4
Kiri,2026-05-18,4
Bosanga,2026-05-18,4
Yalifafo,2026-05-18,4
Dekese,2026-05-18,4
Mimia,2026-05-18,4
Makanza,2026-05-18,4
Bomongo,2026-05-18,4
Lolanga Mampoko,2026-05-18,4
Penjwa,2026-05-18,4
Bokungu,2026-05-18,4
Wema,2026-05-18,4
Befale,2026-05-18,4
Lotumbe,2026-05-18,4
Monkoto,2026-05-18,4
Djombo,2026-05-18,4
Bongandanga,2026-05-18,4
Lingomo,2026-05-18,4
Basankusu,2026-05-18,4
Boende,2026-05-18,4
Mompono,2026-05-18,4
Monieka,2026-05-18,4
Banjow Moke,2026-05-18,4
Inongo,2026-05-18,4
Wangata,2026-05-18,4
Bolenge,2026-05-18,4
Bolomba,2026-05-18,4
Ingende,2026-05-18,4
Iboko,2026-05-18,4
Irebu,2026-05-18,4
Mbandaka,2026-05-18,4
Lukolela,2026-05-18,4
Bikoro,2026-05-18,4
Ntondo,2026-05-18,4
Lilanga Bobangi,2026-05-18,4
Wembo Nyama,2026-05-19,4
Kole,2026-05-19,4
Pania Mutombo,2026-05-19,4
Minga,2026-05-19,4
Lusambo,2026-05-19,4
Dikungu,2026-05-19,4
Vanga Kete,2026-05-19,4
Lodja,2026-05-19,4
Omendjadi,2026-05-19,4
Djalo Djeka,2026-05-19,4
Katako Kombe,2026-05-19,4
Bena Dibele,2026-05-19,4
Kamiji,2026-05-19,4
Tshitenge,2026-05-19,4
Miabi,2026-05-19,4
Ngandajika,2026-05-19,4
Mulumba,2026-05-19,4
Tshilenge,2026-05-19,4
Cilundu,2026-05-19,4
Lubao,2026-05-19,4
Kalonda Est,2026-05-19,4
Kabinda,2026-05-19,4
Ludimbi Lukula,2026-05-19,4
Kalambayi Kabanga,2026-05-19,4
Makota,2026-05-19,4
Mwene Ditu,2026-05-19,4
Wikong,2026-05-19,4
Luputa,2026-05-19,4
Kanda Kanda,2026-05-19,4
Bonzola,2026-05-19,4
Dibindi,2026-05-19,4
Kansele,2026-05-19,4
Muya,2026-05-19,4
Diulu,2026-05-19,4
Bipemba,2026-05-19,4
Mpokolo,2026-05-19,4
Nzaba,2026-05-19,4
Kabeya Kamuanga,2026-05-19,4
Mukumbi,2026-05-19,4
Lukelenge,2026-05-19,4
Tshishimbi,2026-05-19,4
Lubilanji,2026-05-19,4
Kamana,2026-05-19,4
Kasansa,2026-05-19,4
Bibanga,2026-05-19,4
Kalenda,2026-05-19,4
Tshofa,2026-05-19,4
Pimu,2026-05-19,4
Nyanga,2026-05-19,4
Kalonda Ouest,2026-05-19,4
Kamonia,2026-05-19,4
Mutena,2026-05-19,4
Banga Lubaka,2026-05-19,4
Kamwesha,2026-05-19,4
Mweka,2026-05-19,4
Moba,2026-05-19,4
Bogosenubia,2026-05-19,4
Moanda,2026-05-19,4
Kitona,2026-05-19,4
Boma,2026-05-19,4
Boma Bungu,2026-05-19,4
Seke-Banza,2026-05-19,4
Inga,2026-05-19,4
Lukula,2026-05-19,4
Tshela,2026-05-19,4
Vaku,2026-05-19,4
Kizu,2026-05-19,4
Kibunzi,2026-05-19,4
Luozi,2026-05-19,4
Kimpangu,2026-05-19,4
Ngidinga,2026-05-19,4
Boko-Kivulu,2026-05-19,4
Mbanza-Ngungu,2026-05-19,4
Kwilu-Ngongo,2026-05-19,4
Kisantu,2026-05-19,4
Mikope,2026-05-19,4
Oshwe,2026-05-19,4
Bosobe,2026-05-19,4
Bokoro,2026-05-19,4
Masi-Manimba,2026-05-19,4
Yasa-Bonga,2026-05-19,4
Idiofa,2026-05-19,4
Ipamu,2026-05-19,4
Koshibanda,2026-05-19,4
Kingandu,2026-05-19,4
Bulungu,2026-05-19,4
Bagata,2026-05-19,4
Bandundu,2026-05-19,4
Kajiji,2026-05-19,4
Kikwit-Nord,2026-05-19,4
Lusanga,2026-05-19,4
Feshi,2026-05-19,4
Wamba Lwadi,2026-05-19,4
Panzi,2026-05-19,4
Tembo,2026-05-19,4
Moanza,2026-05-19,4
Kimbau,2026-05-19,4
Kenge,2026-05-19,4
Boko,2026-05-19,4
Viadana,2026-05-19,4
Poko,2026-05-19,4
Basali,2026-05-19,4
Basoko,2026-05-19,4
Bengamisa,2026-05-19,4
Yakusu,2026-05-19,4
Yahisuli,2026-05-19,4
Yabaondo,2026-05-19,4
Isangi,2026-05-19,4
Yaleko,2026-05-19,4
Banalia,2026-05-19,4
Bafwasende,2026-05-19,4
Bafwagbogbo,2026-05-19,4
Buta,2026-05-19,4
Titule,2026-05-19,4
Ganga,2026-05-19,4
Vanga,2026-05-19,4
Djuma,2026-05-19,4
Sia,2026-05-19,4
Mungindu,2026-05-19,4
Kimputu,2026-05-19,4
Mosango,2026-05-19,4
Pay Kongila,2026-05-19,4
Matadi,2026-05-19,4
Nzanza,2026-05-19,4
Ndjili,2026-05-19,4
Mont Ngafula I,2026-05-19,4
Biyela,2026-05-19,4
Kikimi,2026-05-19,4
Lemba,2026-05-19,4
Matete,2026-05-19,4
Kisenso,2026-05-19,4
Lingwala,2026-05-19,4
Barumbu,2026-05-19,4
Kinshasa,2026-05-19,4
Limete,2026-05-19,4
Kalamu II,2026-05-19,4
Kalamu I,2026-05-19,4
Bumbu,2026-05-19,4
Makala,2026-05-19,4
Ngaba,2026-05-19,4
Bandalungwa,2026-05-19,4
Selembao,2026-05-19,4
Masina I,2026-05-19,4
Kintambo,2026-05-19,4
Kasa-Vubu,2026-05-19,4
Ngiri-Ngiri,2026-05-19,4
Binza Meteo,2026-05-19,4
Binza Ozone,2026-05-19,4
Kikongo,2026-05-19,4
Mont Ngafula II,2026-05-19,4
Sona-Bata,2026-05-19,4
Nsele,2026-05-19,4
Kanzala,2026-05-19,4
Tshikapa,2026-05-19,4
Kingasani,2026-05-19,4
Kimbanseke,2026-05-19,4
Bwamanda,2026-05-19,4
Kungu,2026-05-19,4
Loko,2026-05-19,4
Bangabola,2026-05-19,4
Boso Mondanda,2026-05-19,4
Budjala,2026-05-19,4
Binga,2026-05-19,4
Yamaluka,2026-05-19,4
Boso Manzi,2026-05-19,4
Karawa,2026-05-19,4
Bominenge,2026-05-19,4
Gemena,2026-05-19,4
Mbaya,2026-05-19,4
Bulu,2026-05-19,4
Tandala,2026-05-19,4
Kibombo,2026-05-19,4
Kindu,2026-05-19,4
Alunguli,2026-05-19,4
Kokolo,2026-05-19,4
Police,2026-05-19,4
Makiso-Kisangani,2026-05-19,4
Mangobo,2026-05-19,4
Kabondo,2026-05-19,4
Tshopo,2026-05-19,4
Kaniama,2026-05-19,4
Kalemie,2026-05-19,4
Kansimba,2026-05-19,4
Butumba,2026-05-19,4
Kinkondja,2026-05-19,4
Baka,2026-05-19,4
Kiyambi,2026-05-19,4
Manono,2026-05-19,4
Samba,2026-05-19,4
Kasongo,2026-05-19,4
Kunda,2026-05-19,4
Saramabila,2026-05-19,4
Kampene,2026-05-19,4
Nyemba,2026-05-19,4
Nyunzu,2026-05-19,4
Kabambare,2026-05-19,4
Pangi,2026-05-19,4
Kalima,2026-05-19,4
Yalimbongo,2026-05-19,4
Aketi,2026-05-19,4
Lolo,2026-05-19,4
Yamongili,2026-05-19,4
Abuzi,2026-05-19,4
Yambuku,2026-05-19,4
Wasolo,2026-05-19,4
Bosondjo,2026-05-19,4
Bumba,2026-05-19,4
Mondombe,2026-05-19,4
Djolu,2026-05-19,4
Opienge,2026-05-19,4
Obokote,2026-05-19,4
Lowa,2026-05-19,4
Wanierukula,2026-05-19,4
Lubutu,2026-05-19,4
Kitenda,2026-05-19,4
Kasongo Lunda,2026-05-19,4
Popokabaka,2026-05-19,4
Kimvula,2026-05-19,4
Maluku I,2026-05-19,4
Kimpese,2026-05-19,4
Nsona-Mpangu,2026-05-19,4
Kangu,2026-05-19,4
Kuimba,2026-05-19,4
Kinkonzi,2026-05-19,4
Mangembo,2026-05-19,4
Gombe-Matadi,2026-05-19,4
Masa,2026-05-19,4
Bokonzi,2026-05-19,4
Mawuya,2026-05-19,4
Zongo,2026-05-19,4
Libenge,2026-05-19,4
Bili (Nord-Ubangi),2026-05-19,4
Gbadolite,2026-05-19,4
Mobayi Mbongo,2026-05-19,4
Yakoma,2026-05-19,4
Monga,2026-05-19,4
Bondo,2026-05-19,4
Bili (Bas-Uele),2026-05-19,4
Ango,2026-05-19,4
Opala,2026-05-19,4
Kahemba,2026-05-19,4
Gungu,2026-05-19,4
Kitangwa,2026-05-19,4
Mukedi,2026-05-19,4
Kongolo,2026-05-19,4
Mbulula,2026-05-19,4
Kabalo,2026-05-19,4
Bukama,2026-05-19,4
Kabondo Dianda,2026-05-19,4
Kabongo,2026-05-19,4
Songa,2026-05-19,4
Kayamba,2026-05-19,4
Kitenge,2026-05-19,4
Ankoro,2026-05-19,4
Mulongo,2026-05-19,4
Lwamba,2026-05-19,4
Mukanga,2026-05-19,4
Malemba,2026-05-19,4
Kinda,2026-05-19,4
Kamina,2026-05-19,4
Kikwit-Sud,2026-05-19,4
Kenya,2026-05-19,4
Kamalondo,2026-05-19,4
Tshamilemba,2026-05-19,4
Pweto,2026-05-19,4
Lukafu,2026-05-19,4
Mufunga Sampwe,2026-05-19,4
Kilwa,2026-05-19,4
Kapolowe,2026-05-19,4
Panda,2026-05-19,4
Kashobwe,2026-05-19,4
Kampemba,2026-05-19,4
Rwashi,2026-05-19,4
Bena Tshiadi,2026-05-19,4
Yangala,2026-05-19,4
Ilebo,2026-05-19,4
Luebo,2026-05-19,4
Bena Leka,2026-05-19,4
Muetshi,2026-05-19,4
Tshikula,2026-05-19,4
Dibaya,2026-05-19,4
Kalomba,2026-05-19,4
Tshibala,2026-05-19,4
Mushenge,2026-05-19,4
Bulape,2026-05-19,4
Masuika,2026-05-19,4
