nom,date,national_cumulative_suspected_cases_daily
Miti-Murhesa,5/17/26,246
Idjwi,5/17/26,246
Aba,5/17/26,246
Masina II,5/17/26,246
Kapanga,5/17/26,246
Dilala,5/17/26,246
Mutshatsha,5/17/26,246
Kikula,5/17/26,246
Kimbi Lulenge,5/17/26,246
Ferekeni,5/17/26,246
Wapinda,5/17/26,246
Likasi,5/17/26,246
Kasenga,5/17/26,246
Ntandembelo,5/17/26,246
Yumbi,5/17/26,246
Tshudi Loto,5/17/26,246
Kiri,5/17/26,246
Bosanga,5/17/26,246
Yalifafo,5/17/26,246
Dekese,5/17/26,246
Mimia,5/17/26,246
Makanza,5/17/26,246
Bomongo,5/17/26,246
Lolanga Mampoko,5/17/26,246
Penjwa,5/17/26,246
Bokungu,5/17/26,246
Wema,5/17/26,246
Befale,5/17/26,246
Lotumbe,5/17/26,246
Monkoto,5/17/26,246
Djombo,5/17/26,246
Bongandanga,5/17/26,246
Lingomo,5/17/26,246
Basankusu,5/17/26,246
Boende,5/17/26,246
Mompono,5/17/26,246
Monieka,5/17/26,246
Banjow Moke,5/17/26,246
Inongo,5/17/26,246
Wangata,5/17/26,246
Bolenge,5/17/26,246
Bolomba,5/17/26,246
Ingende,5/17/26,246
Iboko,5/17/26,246
Irebu,5/17/26,246
Mbandaka,5/17/26,246
Lukolela,5/17/26,246
Bikoro,5/17/26,246
Ntondo,5/17/26,246
Lilanga Bobangi,5/17/26,246
Wembo Nyama,5/18/26,516
Kole,5/18/26,516
Pania Mutombo,5/18/26,516
Minga,5/18/26,516
Lusambo,5/18/26,516
Dikungu,5/18/26,516
Vanga Kete,5/18/26,516
Lodja,5/18/26,516
Omendjadi,5/18/26,516
Djalo Djeka,5/18/26,516
Katako Kombe,5/18/26,516
Bena Dibele,5/18/26,516
Kamiji,5/18/26,516
Tshitenge,5/18/26,516
Miabi,5/18/26,516
Ngandajika,5/18/26,516
Mulumba,5/18/26,516
Tshilenge,5/18/26,516
Cilundu,5/18/26,516
Lubao,5/18/26,516
Kalonda Est,5/18/26,516
Kabinda,5/18/26,516
Ludimbi Lukula,5/18/26,516
Kalambayi Kabanga,5/18/26,516
Makota,5/18/26,516
Mwene Ditu,5/18/26,516
Wikong,5/18/26,516
Luputa,5/18/26,516
Kanda Kanda,5/18/26,516
Bonzola,5/18/26,516
Dibindi,5/18/26,516
Kansele,5/18/26,516
Muya,5/18/26,516
Diulu,5/18/26,516
Bipemba,5/18/26,516
Mpokolo,5/18/26,516
Nzaba,5/18/26,516
Kabeya Kamuanga,5/18/26,516
Mukumbi,5/18/26,516
Lukelenge,5/18/26,516
Tshishimbi,5/18/26,516
Lubilanji,5/18/26,516
Kamana,5/18/26,516
Kasansa,5/18/26,516
Bibanga,5/18/26,516
Kalenda,5/18/26,516
Tshofa,5/18/26,516
Pimu,5/18/26,516
Nyanga,5/18/26,516
Kalonda Ouest,5/18/26,516
Kamonia,5/18/26,516
Mutena,5/18/26,516
Banga Lubaka,5/18/26,516
Kamwesha,5/18/26,516
Mweka,5/18/26,516
Moba,5/18/26,516
Bogosenubia,5/18/26,516
Moanda,5/18/26,516
Kitona,5/18/26,516
Boma,5/18/26,516
Boma Bungu,5/18/26,516
Seke-Banza,5/18/26,516
Inga,5/18/26,516
Lukula,5/18/26,516
Tshela,5/18/26,516
Vaku,5/18/26,516
Kizu,5/18/26,516
Kibunzi,5/18/26,516
Luozi,5/18/26,516
Kimpangu,5/18/26,516
Ngidinga,5/18/26,516
Boko-Kivulu,5/18/26,516
Mbanza-Ngungu,5/18/26,516
Kwilu-Ngongo,5/18/26,516
Kisantu,5/18/26,516
Mikope,5/18/26,516
Oshwe,5/18/26,516
Bosobe,5/18/26,516
Bokoro,5/18/26,516
Masi-Manimba,5/18/26,516
Yasa-Bonga,5/18/26,516
Idiofa,5/18/26,516
Ipamu,5/18/26,516
Koshibanda,5/18/26,516
Kingandu,5/18/26,516
Bulungu,5/18/26,516
Bagata,5/18/26,516
Bandundu,5/18/26,516
Kajiji,5/18/26,516
Kikwit-Nord,5/18/26,516
Lusanga,5/18/26,516
Feshi,5/18/26,516
Wamba Lwadi,5/18/26,516
Panzi,5/18/26,516
Tembo,5/18/26,516
Moanza,5/18/26,516
Kimbau,5/18/26,516
Kenge,5/18/26,516
Boko,5/18/26,516
Viadana,5/18/26,516
Poko,5/18/26,516
Basali,5/18/26,516
Basoko,5/18/26,516
Bengamisa,5/18/26,516
Yakusu,5/18/26,516
Yahisuli,5/18/26,516
Yabaondo,5/18/26,516
Isangi,5/18/26,516
Yaleko,5/18/26,516
Banalia,5/18/26,516
Bafwasende,5/18/26,516
Bafwagbogbo,5/18/26,516
Buta,5/18/26,516
Titule,5/18/26,516
Ganga,5/18/26,516
Vanga,5/18/26,516
Djuma,5/18/26,516
Sia,5/18/26,516
Mungindu,5/18/26,516
Kimputu,5/18/26,516
Mosango,5/18/26,516
Pay Kongila,5/18/26,516
Matadi,5/18/26,516
Nzanza,5/18/26,516
Ndjili,5/18/26,516
Mont Ngafula I,5/18/26,516
Biyela,5/18/26,516
Kikimi,5/18/26,516
Lemba,5/18/26,516
Matete,5/18/26,516
Kisenso,5/18/26,516
Lingwala,5/18/26,516
Barumbu,5/18/26,516
Kinshasa,5/18/26,516
Limete,5/18/26,516
Kalamu II,5/18/26,516
Kalamu I,5/18/26,516
Bumbu,5/18/26,516
Makala,5/18/26,516
Ngaba,5/18/26,516
Bandalungwa,5/18/26,516
Selembao,5/18/26,516
Masina I,5/18/26,516
Kintambo,5/18/26,516
Kasa-Vubu,5/18/26,516
Ngiri-Ngiri,5/18/26,516
Binza Meteo,5/18/26,516
Binza Ozone,5/18/26,516
Kikongo,5/18/26,516
Mont Ngafula II,5/18/26,516
Sona-Bata,5/18/26,516
Nsele,5/18/26,516
Kanzala,5/18/26,516
Tshikapa,5/18/26,516
Kingasani,5/18/26,516
Kimbanseke,5/18/26,516
Bwamanda,5/18/26,516
Kungu,5/18/26,516
Loko,5/18/26,516
Bangabola,5/18/26,516
Boso Mondanda,5/18/26,516
Budjala,5/18/26,516
Binga,5/18/26,516
Yamaluka,5/18/26,516
Boso Manzi,5/18/26,516
Karawa,5/18/26,516
Bominenge,5/18/26,516
Gemena,5/18/26,516
Mbaya,5/18/26,516
Bulu,5/18/26,516
Tandala,5/18/26,516
Kibombo,5/18/26,516
Kindu,5/18/26,516
Alunguli,5/18/26,516
Kokolo,5/18/26,516
Police,5/18/26,516
Makiso-Kisangani,5/18/26,516
Mangobo,5/18/26,516
Kabondo,5/18/26,516
Tshopo,5/18/26,516
Kaniama,5/18/26,516
Kalemie,5/18/26,516
Kansimba,5/18/26,516
Butumba,5/18/26,516
Kinkondja,5/18/26,516
Baka,5/18/26,516
Kiyambi,5/18/26,516
Manono,5/18/26,516
Samba,5/18/26,516
Kasongo,5/18/26,516
Kunda,5/18/26,516
Saramabila,5/18/26,516
Kampene,5/18/26,516
Nyemba,5/18/26,516
Nyunzu,5/18/26,516
Kabambare,5/18/26,516
Pangi,5/18/26,516
Kalima,5/18/26,516
Yalimbongo,5/18/26,516
Aketi,5/18/26,516
Lolo,5/18/26,516
Yamongili,5/18/26,516
Abuzi,5/18/26,516
Yambuku,5/18/26,516
Wasolo,5/18/26,516
Bosondjo,5/18/26,516
Bumba,5/18/26,516
Mondombe,5/18/26,516
Djolu,5/18/26,516
Opienge,5/18/26,516
Obokote,5/18/26,516
Lowa,5/18/26,516
Wanierukula,5/18/26,516
Lubutu,5/18/26,516
Kitenda,5/18/26,516
Kasongo Lunda,5/18/26,516
Popokabaka,5/18/26,516
Kimvula,5/18/26,516
Maluku I,5/18/26,516
Kimpese,5/18/26,516
Nsona-Mpangu,5/18/26,516
Kangu,5/18/26,516
Kuimba,5/18/26,516
Kinkonzi,5/18/26,516
Mangembo,5/18/26,516
Gombe-Matadi,5/18/26,516
Masa,5/18/26,516
Bokonzi,5/18/26,516
Mawuya,5/18/26,516
Zongo,5/18/26,516
Libenge,5/18/26,516
Bili (Nord-Ubangi),5/18/26,516
Gbadolite,5/18/26,516
Mobayi Mbongo,5/18/26,516
Yakoma,5/18/26,516
Monga,5/18/26,516
Bondo,5/18/26,516
Bili (Bas-Uele),5/18/26,516
Ango,5/18/26,516
Opala,5/18/26,516
Kahemba,5/18/26,516
Gungu,5/18/26,516
Kitangwa,5/18/26,516
Mukedi,5/18/26,516
Kongolo,5/18/26,516
Mbulula,5/18/26,516
Kabalo,5/18/26,516
Bukama,5/18/26,516
Kabondo Dianda,5/18/26,516
Kabongo,5/18/26,516
Songa,5/18/26,516
Kayamba,5/18/26,516
Kitenge,5/18/26,516
Ankoro,5/18/26,516
Mulongo,5/18/26,516
Lwamba,5/18/26,516
Mukanga,5/18/26,516
Malemba,5/18/26,516
Kinda,5/18/26,516
Kamina,5/18/26,516
Kikwit-Sud,5/18/26,516
Kenya,5/18/26,516
Kamalondo,5/18/26,516
Tshamilemba,5/18/26,516
Pweto,5/18/26,516
Lukafu,5/18/26,516
Mufunga Sampwe,5/18/26,516
Kilwa,5/18/26,516
Kapolowe,5/18/26,516
Panda,5/18/26,516
Kashobwe,5/18/26,516
Kampemba,5/18/26,516
Rwashi,5/18/26,516
Bena Tshiadi,5/18/26,516
Yangala,5/18/26,516
Ilebo,5/18/26,516
Luebo,5/18/26,516
Bena Leka,5/18/26,516
Muetshi,5/18/26,516
Tshikula,5/18/26,516
Dibaya,5/18/26,516
Kalomba,5/18/26,516
Tshibala,5/18/26,516
Mushenge,5/18/26,516
Bulape,5/18/26,516
Masuika,5/18/26,516
Luiza,5/18/26,516
Katoka,5/18/26,516
Ndesha,5/18/26,516
Tshikaji,5/18/26,516
Bilomba,5/18/26,516
Ndekesha,5/18/26,516
Bunkonde,5/18/26,516
Mikalayi,5/18/26,516
Luambo,5/18/26,516
Katende,5/18/26,516
Ndjoko-Mpunda,5/18/26,516
Lubondaie,5/18/26,516
Kakenge,5/18/26,516
Rwampara,5/18/26,516
Bunia,5/18/26,516
Jiba,5/18/26,516
Linga,5/18/26,516
Mangala,5/18/26,516
Damas,5/18/26,516
Fataki,5/18/26,516
Drodro,5/18/26,516
Tchomia,5/18/26,516
Rethy,5/18/26,516
Nyakunde,5/18/26,516
Nizi,5/18/26,516
Bambu,5/18/26,516
Kilo,5/18/26,516
Mongbalu,5/18/26,516
Komanda,5/18/26,516
Gethy,5/18/26,516
Boga,5/18/26,516
Nia-Nia,5/18/26,516
Mandima,5/18/26,516
Lolwa,5/18/26,516
Lita,5/18/26,516
Boma-Mangbetu,5/18/26,516
Isiro,5/18/26,516
Wamba,5/18/26,516
Doruma,5/18/26,516
Pawa,5/18/26,516
Niangara,5/18/26,516
Rungu,5/18/26,516
Mambasa,5/18/26,516
Rimba,5/18/26,516
Logo,5/18/26,516
Angumu,5/18/26,516
Nyarambe,5/18/26,516
Mahagi,5/18/26,516
Makoro,5/18/26,516
Kambala,5/18/26,516
Biringi,5/18/26,516
Laybo,5/18/26,516
Ariwara,5/18/26,516
Adi,5/18/26,516
Aru,5/18/26,516
Adja,5/18/26,516
Aungba,5/18/26,516
Faradje,5/18/26,516
Gombari,5/18/26,516
Dungu,5/18/26,516
Watsa,5/18/26,516
Demba,5/18/26,516
Mutoto,5/18/26,516
Lubunga (Kasaï-Central),5/18/26,516
Kananga,5/18/26,516
Maluku II,5/18/26,516
Nselo,5/18/26,516
Lomela,5/18/26,516
Nioki,5/18/26,516
Bolobo,5/18/26,516
Mushie,5/18/26,516
Kwamouth,5/18/26,516
Mokala,5/18/26,516
Kisanji,5/18/26,516
Lukonga,5/18/26,516
Tunda,5/18/26,516
Bosobolo,5/18/26,516
Businga,5/18/26,516
Boto,5/18/26,516
Lisala,5/18/26,516
Ndage,5/18/26,516
Mwela Lembwa,5/18/26,516
Kingabwa,5/18/26,516
Likati,5/18/26,516
Yahuma,5/18/26,516
Ikela,5/18/26,516
Lubunga (Tshopo),5/18/26,516
Ubundu,5/18/26,516
Kailo,5/18/26,516
Ototo,5/18/26,516
Tshumbe,5/18/26,516
Lusangi,5/18/26,516
Bobozo,5/18/26,516
Punia,5/18/26,516
Kyondo,5/18/26,516
Mabalako,5/18/26,516
Biena,5/18/26,516
Masereka,5/18/26,516
Lubero,5/18/26,516
Manguredjipa,5/18/26,516
Mutwanga,5/18/26,516
Kamango,5/18/26,516
Oicha,5/18/26,516
Binza,5/18/26,516
Rwanguba,5/18/26,516
Rutshuru,5/18/26,516
Birambizo,5/18/26,516
Beni,5/18/26,516
Vuhovi,5/18/26,516
Musienene,5/18/26,516
Butembo,5/18/26,516
Katwa,5/18/26,516
Kayna,5/18/26,516
Goma,5/18/26,516
Karisimbi,5/18/26,516
Kibua,5/18/26,516
Masisi,5/18/26,516
Mweso,5/18/26,516
Kirotshe,5/18/26,516
Pinga,5/18/26,516
Walikale,5/18/26,516
Kibirizi,5/18/26,516
Kalunguta,5/18/26,516
Alimbongo,5/18/26,516
Nyiragongo,5/18/26,516
Katoyi,5/18/26,516
Bambo,5/18/26,516
Itebero,5/18/26,516
Mwana,5/18/26,516
Kaziba,5/18/26,516
Nyantende,5/18/26,516
Nyangezi,5/18/26,516
Kabare,5/18/26,516
Mubumbano,5/18/26,516
Walungu,5/18/26,516
Hauts-Plateaux,5/18/26,516
Kaniola,5/18/26,516
Kalonge,5/18/26,516
Bunyakiri,5/18/26,516
Uvira,5/18/26,516
Kitutu,5/18/26,516
Kamituga,5/18/26,516
Itombwe,5/18/26,516
Minembwe,5/18/26,516
Nundu,5/18/26,516
Ruzizi,5/18/26,516
Lemera,5/18/26,516
Fizi,5/18/26,516
Shabunda,5/18/26,516
Lulingu,5/18/26,516
Kalole,5/18/26,516
Mwenga,5/18/26,516
Mulungu,5/18/26,516
Bagira,5/18/26,516
Kadutu,5/18/26,516
Ibanda,5/18/26,516
Katana,5/18/26,516
Lualaba,5/18/26,516
Kafakumba,5/18/26,516
Kanzenze,5/18/26,516
Kasaji,5/18/26,516
Dilolo,5/18/26,516
Sandoa,5/18/26,516
Kalamba,5/18/26,516
Lubudi,5/18/26,516
Bunkeya,5/18/26,516
Fungurume,5/18/26,516
Kambove,5/18/26,516
Lubumbashi,5/18/26,516
Kisanga,5/18/26,516
Katuba,5/18/26,516
Mumbunda,5/18/26,516
Kipushi,5/18/26,516
Sakania,5/18/26,516
Kafubu,5/18/26,516
Kilela Balanda,5/18/26,516
Manika,5/18/26,516
Vangu,5/18/26,516
Kowe,5/18/26,516
Mitwaba,5/18/26,516
Gombe,5/18/26,516
Minova,5/18/26,516
Kalehe,5/18/26,516
Miti-Murhesa,5/18/26,516
Idjwi,5/18/26,516
Aba,5/18/26,516
Masina II,5/18/26,516
Kapanga,5/18/26,516
Dilala,5/18/26,516
Mutshatsha,5/18/26,516
Kikula,5/18/26,516
Kimbi Lulenge,5/18/26,516
Ferekeni,5/18/26,516
Wapinda,5/18/26,516
Likasi,5/18/26,516
Kasenga,5/18/26,516
Ntandembelo,5/18/26,516
Yumbi,5/18/26,516
Tshudi Loto,5/18/26,516
Kiri,5/18/26,516
Bosanga,5/18/26,516
Yalifafo,5/18/26,516
Dekese,5/18/26,516
Mimia,5/18/26,516
Makanza,5/18/26,516
Bomongo,5/18/26,516
Lolanga Mampoko,5/18/26,516
Penjwa,5/18/26,516
Bokungu,5/18/26,516
Wema,5/18/26,516
Befale,5/18/26,516
Lotumbe,5/18/26,516
Monkoto,5/18/26,516
Djombo,5/18/26,516
Bongandanga,5/18/26,516
Lingomo,5/18/26,516
Basankusu,5/18/26,516
Boende,5/18/26,516
Mompono,5/18/26,516
Monieka,5/18/26,516
Banjow Moke,5/18/26,516
Inongo,5/18/26,516
Wangata,5/18/26,516
Bolenge,5/18/26,516
Bolomba,5/18/26,516
Ingende,5/18/26,516
Iboko,5/18/26,516
Irebu,5/18/26,516
Mbandaka,5/18/26,516
Lukolela,5/18/26,516
Bikoro,5/18/26,516
Ntondo,5/18/26,516
Lilanga Bobangi,5/18/26,516
Wembo Nyama,5/19/26,575
Kole,5/19/26,575
Pania Mutombo,5/19/26,575
Minga,5/19/26,575
Lusambo,5/19/26,575
Dikungu,5/19/26,575
Vanga Kete,5/19/26,575
Lodja,5/19/26,575
Omendjadi,5/19/26,575
Djalo Djeka,5/19/26,575
Katako Kombe,5/19/26,575
Bena Dibele,5/19/26,575
Kamiji,5/19/26,575
Tshitenge,5/19/26,575
Miabi,5/19/26,575
Ngandajika,5/19/26,575
Mulumba,5/19/26,575
Tshilenge,5/19/26,575
Cilundu,5/19/26,575
Lubao,5/19/26,575
Kalonda Est,5/19/26,575
Kabinda,5/19/26,575
Ludimbi Lukula,5/19/26,575
Kalambayi Kabanga,5/19/26,575
Makota,5/19/26,575
Mwene Ditu,5/19/26,575
Wikong,5/19/26,575
Luputa,5/19/26,575
Kanda Kanda,5/19/26,575
Bonzola,5/19/26,575
Dibindi,5/19/26,575
Kansele,5/19/26,575
Muya,5/19/26,575
Diulu,5/19/26,575
Bipemba,5/19/26,575
Mpokolo,5/19/26,575
Nzaba,5/19/26,575
Kabeya Kamuanga,5/19/26,575
Mukumbi,5/19/26,575
Lukelenge,5/19/26,575
Tshishimbi,5/19/26,575
Lubilanji,5/19/26,575
Kamana,5/19/26,575
Kasansa,5/19/26,575
Bibanga,5/19/26,575
Kalenda,5/19/26,575
Tshofa,5/19/26,575
Pimu,5/19/26,575
Nyanga,5/19/26,575
Kalonda Ouest,5/19/26,575
Kamonia,5/19/26,575
Mutena,5/19/26,575
Banga Lubaka,5/19/26,575
Kamwesha,5/19/26,575
Mweka,5/19/26,575
Moba,5/19/26,575
Bogosenubia,5/19/26,575
Moanda,5/19/26,575
Kitona,5/19/26,575
Boma,5/19/26,575
Boma Bungu,5/19/26,575
Seke-Banza,5/19/26,575
Inga,5/19/26,575
Lukula,5/19/26,575
Tshela,5/19/26,575
Vaku,5/19/26,575
Kizu,5/19/26,575
Kibunzi,5/19/26,575
Luozi,5/19/26,575
Kimpangu,5/19/26,575
Ngidinga,5/19/26,575
Boko-Kivulu,5/19/26,575
Mbanza-Ngungu,5/19/26,575
Kwilu-Ngongo,5/19/26,575
Kisantu,5/19/26,575
Mikope,5/19/26,575
Oshwe,5/19/26,575
Bosobe,5/19/26,575
Bokoro,5/19/26,575
Masi-Manimba,5/19/26,575
Yasa-Bonga,5/19/26,575
Idiofa,5/19/26,575
Ipamu,5/19/26,575
Koshibanda,5/19/26,575
Kingandu,5/19/26,575
Bulungu,5/19/26,575
Bagata,5/19/26,575
Bandundu,5/19/26,575
Kajiji,5/19/26,575
Kikwit-Nord,5/19/26,575
Lusanga,5/19/26,575
Feshi,5/19/26,575
Wamba Lwadi,5/19/26,575
Panzi,5/19/26,575
Tembo,5/19/26,575
Moanza,5/19/26,575
Kimbau,5/19/26,575
Kenge,5/19/26,575
Boko,5/19/26,575
Viadana,5/19/26,575
Poko,5/19/26,575
Basali,5/19/26,575
Basoko,5/19/26,575
Bengamisa,5/19/26,575
Yakusu,5/19/26,575
Yahisuli,5/19/26,575
Yabaondo,5/19/26,575
Isangi,5/19/26,575
Yaleko,5/19/26,575
Banalia,5/19/26,575
Bafwasende,5/19/26,575
Bafwagbogbo,5/19/26,575
Buta,5/19/26,575
Titule,5/19/26,575
Ganga,5/19/26,575
Vanga,5/19/26,575
Djuma,5/19/26,575
Sia,5/19/26,575
Mungindu,5/19/26,575
Kimputu,5/19/26,575
Mosango,5/19/26,575
Pay Kongila,5/19/26,575
Matadi,5/19/26,575
Nzanza,5/19/26,575
Ndjili,5/19/26,575
Mont Ngafula I,5/19/26,575
Biyela,5/19/26,575
Kikimi,5/19/26,575
Lemba,5/19/26,575
Matete,5/19/26,575
Kisenso,5/19/26,575
Lingwala,5/19/26,575
Barumbu,5/19/26,575
Kinshasa,5/19/26,575
Limete,5/19/26,575
Kalamu II,5/19/26,575
Kalamu I,5/19/26,575
Bumbu,5/19/26,575
Makala,5/19/26,575
Ngaba,5/19/26,575
Bandalungwa,5/19/26,575
Selembao,5/19/26,575
Masina I,5/19/26,575
Kintambo,5/19/26,575
Kasa-Vubu,5/19/26,575
Ngiri-Ngiri,5/19/26,575
Binza Meteo,5/19/26,575
Binza Ozone,5/19/26,575
Kikongo,5/19/26,575
Mont Ngafula II,5/19/26,575
Sona-Bata,5/19/26,575
Nsele,5/19/26,575
Kanzala,5/19/26,575
Tshikapa,5/19/26,575
Kingasani,5/19/26,575
Kimbanseke,5/19/26,575
Bwamanda,5/19/26,575
Kungu,5/19/26,575
Loko,5/19/26,575
Bangabola,5/19/26,575
Boso Mondanda,5/19/26,575
Budjala,5/19/26,575
Binga,5/19/26,575
Yamaluka,5/19/26,575
Boso Manzi,5/19/26,575
Karawa,5/19/26,575
Bominenge,5/19/26,575
Gemena,5/19/26,575
Mbaya,5/19/26,575
Bulu,5/19/26,575
Tandala,5/19/26,575
Kibombo,5/19/26,575
Kindu,5/19/26,575
Alunguli,5/19/26,575
Kokolo,5/19/26,575
Police,5/19/26,575
Makiso-Kisangani,5/19/26,575
Mangobo,5/19/26,575
Kabondo,5/19/26,575
Tshopo,5/19/26,575
Kaniama,5/19/26,575
Kalemie,5/19/26,575
Kansimba,5/19/26,575
Butumba,5/19/26,575
Kinkondja,5/19/26,575
Baka,5/19/26,575
Kiyambi,5/19/26,575
Manono,5/19/26,575
Samba,5/19/26,575
Kasongo,5/19/26,575
Kunda,5/19/26,575
Saramabila,5/19/26,575
Kampene,5/19/26,575
Nyemba,5/19/26,575
Nyunzu,5/19/26,575
Kabambare,5/19/26,575
Pangi,5/19/26,575
Kalima,5/19/26,575
Yalimbongo,5/19/26,575
Aketi,5/19/26,575
Lolo,5/19/26,575
Yamongili,5/19/26,575
Abuzi,5/19/26,575
Yambuku,5/19/26,575
Wasolo,5/19/26,575
Bosondjo,5/19/26,575
Bumba,5/19/26,575
Mondombe,5/19/26,575
Djolu,5/19/26,575
Opienge,5/19/26,575
Obokote,5/19/26,575
Lowa,5/19/26,575
Wanierukula,5/19/26,575
Lubutu,5/19/26,575
Kitenda,5/19/26,575
Kasongo Lunda,5/19/26,575
Popokabaka,5/19/26,575
Kimvula,5/19/26,575
Maluku I,5/19/26,575
Kimpese,5/19/26,575
Nsona-Mpangu,5/19/26,575
Kangu,5/19/26,575
Kuimba,5/19/26,575
Kinkonzi,5/19/26,575
Mangembo,5/19/26,575
Gombe-Matadi,5/19/26,575
Masa,5/19/26,575
Bokonzi,5/19/26,575
Mawuya,5/19/26,575
Zongo,5/19/26,575
Libenge,5/19/26,575
Bili (Nord-Ubangi),5/19/26,575
Gbadolite,5/19/26,575
Mobayi Mbongo,5/19/26,575
Yakoma,5/19/26,575
Monga,5/19/26,575
Bondo,5/19/26,575
Bili (Bas-Uele),5/19/26,575
Ango,5/19/26,575
Opala,5/19/26,575
Kahemba,5/19/26,575
Gungu,5/19/26,575
Kitangwa,5/19/26,575
Mukedi,5/19/26,575
Kongolo,5/19/26,575
Mbulula,5/19/26,575
Kabalo,5/19/26,575
Bukama,5/19/26,575
Kabondo Dianda,5/19/26,575
Kabongo,5/19/26,575
Songa,5/19/26,575
Kayamba,5/19/26,575
Kitenge,5/19/26,575
Ankoro,5/19/26,575
Mulongo,5/19/26,575
Lwamba,5/19/26,575
Mukanga,5/19/26,575
Malemba,5/19/26,575
Kinda,5/19/26,575
Kamina,5/19/26,575
Kikwit-Sud,5/19/26,575
Kenya,5/19/26,575
Kamalondo,5/19/26,575
Tshamilemba,5/19/26,575
Pweto,5/19/26,575
Lukafu,5/19/26,575
Mufunga Sampwe,5/19/26,575
Kilwa,5/19/26,575
Kapolowe,5/19/26,575
Panda,5/19/26,575
Kashobwe,5/19/26,575
Kampemba,5/19/26,575
Rwashi,5/19/26,575
Bena Tshiadi,5/19/26,575
Yangala,5/19/26,575
Ilebo,5/19/26,575
Luebo,5/19/26,575
Bena Leka,5/19/26,575
Muetshi,5/19/26,575
Tshikula,5/19/26,575
Dibaya,5/19/26,575
Kalomba,5/19/26,575
Tshibala,5/19/26,575
Mushenge,5/19/26,575
Bulape,5/19/26,575
Masuika,5/19/26,575
Luiza,5/19/26,575
Katoka,5/19/26,575
Ndesha,5/19/26,575
Tshikaji,5/19/26,575
Bilomba,5/19/26,575
Ndekesha,5/19/26,575
Bunkonde,5/19/26,575
Mikalayi,5/19/26,575
Luambo,5/19/26,575
Katende,5/19/26,575
Ndjoko-Mpunda,5/19/26,575
Lubondaie,5/19/26,575
Kakenge,5/19/26,575
Rwampara,5/19/26,575
Bunia,5/19/26,575
Jiba,5/19/26,575
Linga,5/19/26,575
Mangala,5/19/26,575
Damas,5/19/26,575
Fataki,5/19/26,575
Drodro,5/19/26,575
Tchomia,5/19/26,575
Rethy,5/19/26,575
Nyakunde,5/19/26,575
Nizi,5/19/26,575
Bambu,5/19/26,575
Kilo,5/19/26,575
Mongbalu,5/19/26,575
Komanda,5/19/26,575
Gethy,5/19/26,575
Boga,5/19/26,575
Nia-Nia,5/19/26,575
Mandima,5/19/26,575
Lolwa,5/19/26,575
Lita,5/19/26,575
Boma-Mangbetu,5/19/26,575
Isiro,5/19/26,575
Wamba,5/19/26,575
Doruma,5/19/26,575
Pawa,5/19/26,575
Niangara,5/19/26,575
Rungu,5/19/26,575
Mambasa,5/19/26,575
Rimba,5/19/26,575
Logo,5/19/26,575
Angumu,5/19/26,575
Nyarambe,5/19/26,575
Mahagi,5/19/26,575
Makoro,5/19/26,575
Kambala,5/19/26,575
Biringi,5/19/26,575
Laybo,5/19/26,575
Ariwara,5/19/26,575
Adi,5/19/26,575
Aru,5/19/26,575
Adja,5/19/26,575
Aungba,5/19/26,575
Faradje,5/19/26,575
Gombari,5/19/26,575
Dungu,5/19/26,575
Watsa,5/19/26,575
Demba,5/19/26,575
Mutoto,5/19/26,575
Lubunga (Kasaï-Central),5/19/26,575
Kananga,5/19/26,575
Maluku II,5/19/26,575
Nselo,5/19/26,575
Lomela,5/19/26,575
Nioki,5/19/26,575
Bolobo,5/19/26,575
Mushie,5/19/26,575
Kwamouth,5/19/26,575
Mokala,5/19/26,575
Kisanji,5/19/26,575
Lukonga,5/19/26,575
Tunda,5/19/26,575
Bosobolo,5/19/26,575
Businga,5/19/26,575
Boto,5/19/26,575
Lisala,5/19/26,575
Ndage,5/19/26,575
Mwela Lembwa,5/19/26,575
Kingabwa,5/19/26,575
Likati,5/19/26,575
Yahuma,5/19/26,575
Ikela,5/19/26,575
Lubunga (Tshopo),5/19/26,575
Ubundu,5/19/26,575
Kailo,5/19/26,575
Ototo,5/19/26,575
Tshumbe,5/19/26,575
Lusangi,5/19/26,575
Bobozo,5/19/26,575
Punia,5/19/26,575
Kyondo,5/19/26,575
Mabalako,5/19/26,575
Biena,5/19/26,575
Masereka,5/19/26,575
Lubero,5/19/26,575
Manguredjipa,5/19/26,575
Mutwanga,5/19/26,575
Kamango,5/19/26,575
Oicha,5/19/26,575
Binza,5/19/26,575
Rwanguba,5/19/26,575
Rutshuru,5/19/26,575
Birambizo,5/19/26,575
Beni,5/19/26,575
Vuhovi,5/19/26,575
Musienene,5/19/26,575
Butembo,5/19/26,575
Katwa,5/19/26,575
Kayna,5/19/26,575
Goma,5/19/26,575
Karisimbi,5/19/26,575
Kibua,5/19/26,575
Masisi,5/19/26,575
Mweso,5/19/26,575
Kirotshe,5/19/26,575
Pinga,5/19/26,575
Walikale,5/19/26,575
Kibirizi,5/19/26,575
Kalunguta,5/19/26,575
Alimbongo,5/19/26,575
Nyiragongo,5/19/26,575
Katoyi,5/19/26,575
Bambo,5/19/26,575
Itebero,5/19/26,575
Mwana,5/19/26,575
Kaziba,5/19/26,575
Nyantende,5/19/26,575
Nyangezi,5/19/26,575
Kabare,5/19/26,575
Mubumbano,5/19/26,575
